product_id,product_name,category,subcategory,brand,selling_price,cost_price,stock_quantity,rating,launch_date
P00501,FlexFit Premium Gym Equipment,Sports & Fitness,Gym Equipment,FlexFit,12930,6640,214,4.7,2023-01-09
P00502,LearnPress Smart Business,Books,Business,LearnPress,2050,1430,202,4.6,2023-06-15
P00503,LearnPress Modern Fiction,Books,Fiction,LearnPress,2220,1150,346,4.8,2024-10-22
P00504,ModeWear Advanced T-Shirts,Fashion,T-Shirts,ModeWear,1670,770,413,3.4,2023-12-06
P00505,NovaTech Pro Smartwatches,Electronics,Smartwatches,NovaTech,26760,12070,321,3.3,2023-10-01
P00506,RunX Classic Yoga,Sports & Fitness,Yoga,RunX,3100,2060,203,4.0,2025-03-15
P00507,UrbanHome Premium Home Decor,Home & Kitchen,Home Decor,UrbanHome,23150,13470,267,4.3,2024-12-22
P00508,PixelPro Advanced Smartwatches,Electronics,Smartwatches,PixelPro,74560,44310,388,4.7,2023-03-20
P00509,Auralink Classic Smartphones,Electronics,Smartphones,Auralink,37800,18760,450,3.7,2025-05-15
P00510,PureSkin Elite Makeup,Beauty & Personal Care,Makeup,PureSkin,4840,2840,19,3.4,2024-01-23
P00511,BloomCare Modern Haircare,Beauty & Personal Care,Haircare,BloomCare,5730,3190,19,3.8,2023-07-08
P00512,KitchenPro Premium Lighting,Home & Kitchen,Lighting,KitchenPro,24640,15610,137,4.5,2024-12-10
P00513,Voltix Ultra Headphones,Electronics,Headphones,Voltix,37040,18710,439,4.2,2023-07-27
P00514,PixelPro Advanced Accessories,Electronics,Accessories,PixelPro,39680,18210,226,4.3,2024-12-22
P00515,UrbanHome Modern Kitchen Appliances,Home & Kitchen,Kitchen Appliances,UrbanHome,21350,16410,226,3.4,2025-04-05
P00516,BloomCare Essential Fragrances,Beauty & Personal Care,Fragrances,BloomCare,610,380,81,3.0,2025-05-18
P00517,InsightBooks Advanced Self Help,Books,Self Help,InsightBooks,2250,1110,14,3.4,2024-05-07
P00518,UrbanThread Smart Jackets,Fashion,Jackets,UrbanThread,570,360,470,3.7,2024-11-18
P00519,StreetLine Elite Jeans,Fashion,Jeans,StreetLine,4440,2940,472,3.2,2025-02-23
P00520,Voltix Elite Laptops,Electronics,Laptops,Voltix,78160,50320,491,4.5,2024-10-24
P00521,RunX Essential Sportswear,Sports & Fitness,Sportswear,RunX,5610,2840,132,4.3,2025-05-01
P00522,ReadMore Premium Fiction,Books,Fiction,ReadMore,1680,1310,437,4.1,2024-11-23
P00523,StyleCraft Smart Jackets,Fashion,Jackets,StyleCraft,5850,4260,333,3.8,2023-09-05
P00524,ZenByte Premium Accessories,Electronics,Accessories,ZenByte,62440,30030,331,3.4,2025-01-07
P00525,Voltix Modern Laptops,Electronics,Laptops,Voltix,40340,22210,363,4.2,2024-11-30
P00526,AuraBeauty Elite Fragrances,Beauty & Personal Care,Fragrances,AuraBeauty,2210,1600,154,4.2,2024-02-07
P00527,FlexFit Classic Outdoor Sports,Sports & Fitness,Outdoor Sports,FlexFit,490,300,339,4.7,2024-01-20
P00528,ComfortCraft Modern Home Decor,Home & Kitchen,Home Decor,ComfortCraft,9460,6580,55,3.9,2024-03-06
P00529,CasaLiving Ultra Kitchen Appliances,Home & Kitchen,Kitchen Appliances,CasaLiving,8760,5000,487,4.5,2025-03-20
P00530,KitchenPro Everyday Furniture,Home & Kitchen,Furniture,KitchenPro,8070,3910,412,4.5,2025-01-22
P00531,RunX Advanced Outdoor Sports,Sports & Fitness,Outdoor Sports,RunX,1080,620,151,3.6,2024-01-07
P00532,PureSkin Premium Fragrances,Beauty & Personal Care,Fragrances,PureSkin,4930,2720,292,4.4,2024-03-02
P00533,KitchenPro Everyday Lighting,Home & Kitchen,Lighting,KitchenPro,21120,11090,464,4.7,2024-11-14
P00534,CasaLiving Advanced Home Decor,Home & Kitchen,Home Decor,CasaLiving,21750,10730,92,3.6,2023-05-01
P00535,AuraBeauty Everyday Haircare,Beauty & Personal Care,Haircare,AuraBeauty,1650,770,460,3.7,2024-03-19
P00536,Voltix Smart Laptops,Electronics,Laptops,Voltix,40550,26470,454,3.7,2023-12-31
P00537,CasaLiving Elite Home Decor,Home & Kitchen,Home Decor,CasaLiving,4060,2580,443,4.1,2024-02-27
P00538,FitCore Elite Sportswear,Sports & Fitness,Sportswear,FitCore,6620,4140,444,4.2,2024-06-05
P00539,SportEdge Premium Yoga,Sports & Fitness,Yoga,SportEdge,5190,3900,102,3.7,2024-05-11
P00540,ActivePro Essential Outdoor Sports,Sports & Fitness,Outdoor Sports,ActivePro,6160,3250,249,3.7,2025-04-19
P00541,ClassicFit Premium Jeans,Fashion,Jeans,ClassicFit,340,220,107,4.3,2023-05-06
P00542,StyleCraft Elite Dresses,Fashion,Dresses,StyleCraft,6730,3590,45,3.2,2023-08-03
P00543,PureSkin Pro Fragrances,Beauty & Personal Care,Fragrances,PureSkin,4060,2700,19,4.0,2023-08-23
P00544,KnowledgeHouse Essential Technology,Books,Technology,KnowledgeHouse,2280,1670,346,2.6,2023-12-26
P00545,PageTurner Essential Non-Fiction,Books,Non-Fiction,PageTurner,1380,1040,196,4.0,2024-08-18
P00546,HomeNest Premium Furniture,Home & Kitchen,Furniture,HomeNest,9970,4670,233,4.3,2023-08-26
P00547,RunX Pro Sportswear,Sports & Fitness,Sportswear,RunX,4630,3150,461,3.9,2023-11-29
P00548,ModeWear Premium Shirts,Fashion,Shirts,ModeWear,2170,1570,67,3.4,2023-04-10
P00549,Auralink Advanced Tablets,Electronics,Tablets,Auralink,16440,11040,333,4.4,2024-10-06
P00550,BloomCare Modern Makeup,Beauty & Personal Care,Makeup,BloomCare,550,330,24,4.2,2024-09-25
P00551,KnowledgeHouse Classic Fiction,Books,Fiction,KnowledgeHouse,1810,1170,63,4.0,2024-05-29
P00552,DermaCare Premium Haircare,Beauty & Personal Care,Haircare,DermaCare,2620,1710,51,4.2,2025-04-22
P00553,ComfortCraft Advanced Home Decor,Home & Kitchen,Home Decor,ComfortCraft,13920,7090,53,4.0,2024-12-24
P00554,RunX Classic Running,Sports & Fitness,Running,RunX,3730,2330,311,3.4,2024-10-07
P00555,KitchenPro Essential Home Decor,Home & Kitchen,Home Decor,KitchenPro,23250,15270,82,2.9,2023-04-07
P00556,PureSkin Essential Haircare,Beauty & Personal Care,Haircare,PureSkin,2070,1650,343,3.1,2023-11-18
P00557,Auralink Elite Accessories,Electronics,Accessories,Auralink,19850,9280,399,4.0,2024-10-14
P00558,KnowledgeHouse Ultra Academic,Books,Academic,KnowledgeHouse,1050,670,500,3.6,2024-08-28
P00559,GlowPure Advanced Skincare,Beauty & Personal Care,Skincare,GlowPure,470,240,184,4.4,2025-06-26
P00560,HomeNest Classic Storage,Home & Kitchen,Storage,HomeNest,1700,1350,70,4.2,2023-01-31
P00561,StreetLine Elite Jeans,Fashion,Jeans,StreetLine,5390,3810,375,3.1,2025-06-13
P00562,HomeNest Pro Furniture,Home & Kitchen,Furniture,HomeNest,13320,6170,139,4.4,2024-08-13
P00563,InsightBooks Advanced Business,Books,Business,InsightBooks,560,420,371,3.0,2025-01-10
P00564,ModeWear Modern T-Shirts,Fashion,T-Shirts,ModeWear,4250,2210,347,3.9,2023-01-10
P00565,RunX Modern Outdoor Sports,Sports & Fitness,Outdoor Sports,RunX,1190,590,450,4.4,2024-06-30
P00566,ModeWear Classic Trousers,Fashion,Trousers,ModeWear,7570,4970,23,3.0,2024-04-08
P00567,KnowledgeHouse Everyday Technology,Books,Technology,KnowledgeHouse,2460,1340,114,4.8,2024-08-28
P00568,LearnPress Everyday Technology,Books,Technology,LearnPress,490,320,372,3.5,2024-10-12
P00569,UrbanHome Advanced Lighting,Home & Kitchen,Lighting,UrbanHome,18500,9020,313,3.0,2025-04-16
P00570,LearnPress Elite Non-Fiction,Books,Non-Fiction,LearnPress,2130,1060,38,4.3,2025-04-28
P00571,CasaLiving Ultra Furniture,Home & Kitchen,Furniture,CasaLiving,1850,1150,281,4.2,2023-12-09
P00572,GlowPure Elite Haircare,Beauty & Personal Care,Haircare,GlowPure,3790,1970,229,3.1,2025-01-28
P00573,AuraBeauty Classic Fragrances,Beauty & Personal Care,Fragrances,AuraBeauty,4220,2280,9,3.2,2023-12-07
P00574,BloomCare Everyday Skincare,Beauty & Personal Care,Skincare,BloomCare,150,80,405,4.1,2024-02-28
P00575,FlexFit Everyday Yoga,Sports & Fitness,Yoga,FlexFit,7030,4010,233,4.7,2024-11-08
P00576,KitchenPro Elite Cookware,Home & Kitchen,Cookware,KitchenPro,11080,6690,317,4.1,2025-01-24
P00577,ReadMore Elite Academic,Books,Academic,ReadMore,570,440,337,3.5,2023-02-15
P00578,CasaLiving Everyday Kitchen Appliances,Home & Kitchen,Kitchen Appliances,CasaLiving,17300,11580,54,2.9,2024-08-27
P00579,StyleCraft Pro Trousers,Fashion,Trousers,StyleCraft,1180,840,100,3.4,2024-06-06
P00580,PureSkin Smart Haircare,Beauty & Personal Care,Haircare,PureSkin,2920,2230,212,2.9,2024-09-20
P00581,LearnPress Classic Academic,Books,Academic,LearnPress,1940,1240,301,4.7,2023-09-14
P00582,UrbanThread Everyday Trousers,Fashion,Trousers,UrbanThread,6330,4960,478,3.9,2024-12-27
P00583,FlexFit Advanced Outdoor Sports,Sports & Fitness,Outdoor Sports,FlexFit,19210,14200,417,3.2,2023-07-18
P00584,BloomCare Essential Personal Care,Beauty & Personal Care,Personal Care,BloomCare,4280,2100,214,4.8,2025-04-09
P00585,ReadMore Pro Non-Fiction,Books,Non-Fiction,ReadMore,1500,690,231,4.4,2023-02-11
P00586,TrendRoot Everyday Trousers,Fashion,Trousers,TrendRoot,2750,1390,280,4.5,2024-09-04
P00587,LearnPress Smart Academic,Books,Academic,LearnPress,920,670,365,3.6,2025-05-26
P00588,KitchenPro Advanced Lighting,Home & Kitchen,Lighting,KitchenPro,16710,10200,326,3.7,2023-02-12
P00589,Voltix Everyday Accessories,Electronics,Accessories,Voltix,63260,37700,482,4.2,2023-05-11
P00590,AuraBeauty Pro Personal Care,Beauty & Personal Care,Personal Care,AuraBeauty,250,150,12,3.8,2024-10-27
P00591,NovaTech Smart Cameras,Electronics,Cameras,NovaTech,35290,18970,82,4.8,2023-07-30
P00592,PageTurner Premium Technology,Books,Technology,PageTurner,1310,950,277,2.9,2024-12-18
P00593,BloomCare Everyday Skincare,Beauty & Personal Care,Skincare,BloomCare,1990,1070,287,3.8,2023-10-10
P00594,FitCore Pro Yoga,Sports & Fitness,Yoga,FitCore,12950,8470,403,4.8,2023-03-20
P00595,HomeNest Premium Home Decor,Home & Kitchen,Home Decor,HomeNest,24570,17490,317,4.5,2024-02-09
P00596,AuraBeauty Modern Haircare,Beauty & Personal Care,Haircare,AuraBeauty,4630,2510,100,4.3,2024-08-11
P00597,ModeWear Advanced Jeans,Fashion,Jeans,ModeWear,5890,4560,492,3.4,2024-05-23
P00598,SportEdge Premium Running,Sports & Fitness,Running,SportEdge,14290,10040,135,3.2,2023-11-25
P00599,FitCore Essential Yoga,Sports & Fitness,Yoga,FitCore,15530,8570,79,2.9,2024-12-07
P00600,HomeNest Modern Home Decor,Home & Kitchen,Home Decor,HomeNest,21890,15200,404,4.1,2024-05-22
P00601,CasaLiving Everyday Cookware,Home & Kitchen,Cookware,CasaLiving,7410,3450,266,3.0,2024-06-08
P00602,SportEdge Everyday Gym Equipment,Sports & Fitness,Gym Equipment,SportEdge,17850,11760,178,3.5,2024-08-11
P00603,StreetLine Essential Footwear,Fashion,Footwear,StreetLine,3260,2270,486,4.3,2024-03-08
P00604,FlexFit Premium Outdoor Sports,Sports & Fitness,Outdoor Sports,FlexFit,4010,2270,228,3.5,2024-10-16
P00605,LearnPress Smart Self Help,Books,Self Help,LearnPress,260,150,164,3.8,2024-01-27
P00606,Voltix Everyday Smartwatches,Electronics,Smartwatches,Voltix,37370,29570,264,4.4,2023-05-08
P00607,ComfortCraft Elite Home Decor,Home & Kitchen,Home Decor,ComfortCraft,16150,12670,459,4.2,2024-12-31
P00608,HomeNest Classic Home Decor,Home & Kitchen,Home Decor,HomeNest,5680,2610,395,4.0,2023-01-31
P00609,NovaTech Smart Cameras,Electronics,Cameras,NovaTech,28240,14040,217,4.4,2025-04-17
P00610,ClassicFit Pro Dresses,Fashion,Dresses,ClassicFit,5600,2880,36,4.3,2023-03-22
P00611,ModeWear Essential T-Shirts,Fashion,T-Shirts,ModeWear,610,470,27,3.4,2024-06-27
P00612,HomeNest Modern Home Decor,Home & Kitchen,Home Decor,HomeNest,7660,3690,208,3.8,2023-12-15
P00613,InsightBooks Essential Business,Books,Business,InsightBooks,170,110,60,4.0,2023-04-17
P00614,LearnPress Classic Academic,Books,Academic,LearnPress,2500,1960,434,3.1,2023-03-04
P00615,RunX Ultra Running,Sports & Fitness,Running,RunX,3080,2160,474,3.9,2023-02-18
P00616,PureSkin Advanced Skincare,Beauty & Personal Care,Skincare,PureSkin,4520,3270,382,3.8,2024-01-20
P00617,ActivePro Ultra Yoga,Sports & Fitness,Yoga,ActivePro,12480,5800,5,4.0,2023-11-06
P00618,FitCore Premium Gym Equipment,Sports & Fitness,Gym Equipment,FitCore,410,250,201,4.0,2023-02-01
P00619,PixelPro Essential Headphones,Electronics,Headphones,PixelPro,28050,18390,330,4.5,2023-08-25
P00620,StyleCraft Smart Shirts,Fashion,Shirts,StyleCraft,5350,2720,99,3.2,2024-01-06
P00621,KnowledgeHouse Everyday Self Help,Books,Self Help,KnowledgeHouse,1990,1140,37,3.6,2023-07-16
P00622,NovaTech Smart Headphones,Electronics,Headphones,NovaTech,76400,48090,169,3.7,2025-01-05
P00623,PageTurner Classic Academic,Books,Academic,PageTurner,1270,740,460,3.4,2023-06-27
P00624,AuraBeauty Modern Fragrances,Beauty & Personal Care,Fragrances,AuraBeauty,5550,3850,299,3.3,2025-05-26
P00625,RunX Pro Yoga,Sports & Fitness,Yoga,RunX,5780,4610,126,4.3,2023-12-05
P00626,InsightBooks Ultra Academic,Books,Academic,InsightBooks,1570,1180,375,3.7,2024-12-23
P00627,PureSkin Essential Fragrances,Beauty & Personal Care,Fragrances,PureSkin,2650,1670,55,3.4,2024-02-03
P00628,RunX Advanced Running,Sports & Fitness,Running,RunX,17900,13090,375,4.5,2024-07-27
P00629,NovaTech Premium Cameras,Electronics,Cameras,NovaTech,66780,38660,416,4.1,2023-09-18
P00630,DermaCare Premium Personal Care,Beauty & Personal Care,Personal Care,DermaCare,4670,3310,457,4.9,2023-06-27
P00631,AuraBeauty Pro Haircare,Beauty & Personal Care,Haircare,AuraBeauty,1980,970,301,4.3,2023-09-12
P00632,UrbanHome Everyday Furniture,Home & Kitchen,Furniture,UrbanHome,16920,13000,186,4.0,2024-04-28
P00633,LearnPress Advanced Non-Fiction,Books,Non-Fiction,LearnPress,2200,1650,81,3.4,2023-06-17
P00634,SportEdge Essential Gym Equipment,Sports & Fitness,Gym Equipment,SportEdge,1570,1140,249,3.5,2025-06-17
P00635,KitchenPro Premium Kitchen Appliances,Home & Kitchen,Kitchen Appliances,KitchenPro,22110,16090,464,4.4,2023-02-09
P00636,PureSkin Premium Fragrances,Beauty & Personal Care,Fragrances,PureSkin,480,220,165,3.2,2024-04-29
P00637,RunX Modern Yoga,Sports & Fitness,Yoga,RunX,18090,10860,192,4.2,2025-06-13
P00638,HomeNest Everyday Home Decor,Home & Kitchen,Home Decor,HomeNest,8440,5640,464,3.5,2024-08-06
P00639,AuraBeauty Elite Makeup,Beauty & Personal Care,Makeup,AuraBeauty,4100,2010,3,4.0,2024-09-08
P00640,StyleCraft Smart Trousers,Fashion,Trousers,StyleCraft,930,580,143,3.4,2023-11-05
P00641,StreetLine Modern Shirts,Fashion,Shirts,StreetLine,6180,3180,338,3.5,2023-04-29
P00642,HomeNest Elite Lighting,Home & Kitchen,Lighting,HomeNest,22320,14120,107,4.1,2024-01-13
P00643,KnowledgeHouse Smart Business,Books,Business,KnowledgeHouse,280,210,303,3.3,2023-06-08
P00644,KnowledgeHouse Modern Self Help,Books,Self Help,KnowledgeHouse,700,550,132,4.6,2024-04-13
P00645,FlexFit Modern Outdoor Sports,Sports & Fitness,Outdoor Sports,FlexFit,860,420,372,4.2,2023-07-08
P00646,KitchenPro Elite Cookware,Home & Kitchen,Cookware,KitchenPro,20070,9080,444,3.9,2025-05-29
P00647,ModeWear Modern Jackets,Fashion,Jackets,ModeWear,1470,770,420,4.3,2023-03-05
P00648,RunX Advanced Sportswear,Sports & Fitness,Sportswear,RunX,11480,5480,305,4.1,2024-06-23
P00649,ModeWear Advanced Trousers,Fashion,Trousers,ModeWear,1190,950,267,4.5,2025-04-07
P00650,ActivePro Modern Outdoor Sports,Sports & Fitness,Outdoor Sports,ActivePro,3400,2510,461,4.1,2024-10-27
P00651,Auralink Everyday Accessories,Electronics,Accessories,Auralink,15700,12050,337,3.2,2024-07-29
P00652,FitCore Pro Sportswear,Sports & Fitness,Sportswear,FitCore,17360,11330,447,2.9,2023-04-18
P00653,ActivePro Elite Outdoor Sports,Sports & Fitness,Outdoor Sports,ActivePro,12740,8630,411,4.3,2025-02-24
P00654,KnowledgeHouse Pro Self Help,Books,Self Help,KnowledgeHouse,650,460,392,3.5,2024-06-14
P00655,Auralink Everyday Headphones,Electronics,Headphones,Auralink,53860,38230,2,4.2,2023-01-20
P00656,Auralink Classic Tablets,Electronics,Tablets,Auralink,68430,54570,335,3.4,2024-10-14
P00657,CasaLiving Classic Storage,Home & Kitchen,Storage,CasaLiving,5270,3430,299,3.5,2025-01-31
P00658,FlexFit Essential Outdoor Sports,Sports & Fitness,Outdoor Sports,FlexFit,9280,4200,203,4.3,2023-06-13
P00659,BloomCare Elite Personal Care,Beauty & Personal Care,Personal Care,BloomCare,1610,1080,284,3.9,2024-11-04
P00660,CasaLiving Pro Home Decor,Home & Kitchen,Home Decor,CasaLiving,24310,18270,442,4.2,2024-07-16
P00661,InsightBooks Advanced Non-Fiction,Books,Non-Fiction,InsightBooks,510,370,205,4.3,2024-12-15
P00662,FitCore Advanced Sportswear,Sports & Fitness,Sportswear,FitCore,13000,6010,2,4.4,2023-08-26
P00663,TrendRoot Pro Trousers,Fashion,Trousers,TrendRoot,1020,790,113,3.8,2024-11-07
P00664,SportEdge Pro Running,Sports & Fitness,Running,SportEdge,17320,12120,493,4.1,2023-10-01
P00665,ModeWear Elite Footwear,Fashion,Footwear,ModeWear,390,280,336,4.6,2025-03-21
P00666,ActivePro Premium Yoga,Sports & Fitness,Yoga,ActivePro,19890,12360,357,3.5,2024-02-24
P00667,UrbanThread Essential Footwear,Fashion,Footwear,UrbanThread,2260,1290,499,3.3,2025-04-16
P00668,CasaLiving Pro Storage,Home & Kitchen,Storage,CasaLiving,13480,8020,265,2.8,2025-01-21
P00669,KnowledgeHouse Everyday Fiction,Books,Fiction,KnowledgeHouse,1260,690,286,4.6,2024-12-23
P00670,CasaLiving Smart Kitchen Appliances,Home & Kitchen,Kitchen Appliances,CasaLiving,20070,9290,232,4.6,2024-11-07
P00671,RunX Advanced Running,Sports & Fitness,Running,RunX,13590,8460,286,3.1,2024-02-21
P00672,HomeNest Everyday Kitchen Appliances,Home & Kitchen,Kitchen Appliances,HomeNest,8640,4260,416,4.4,2024-05-15
P00673,UrbanHome Pro Lighting,Home & Kitchen,Lighting,UrbanHome,18650,11760,124,4.3,2024-01-17
P00674,BloomCare Premium Fragrances,Beauty & Personal Care,Fragrances,BloomCare,4100,3110,34,3.8,2023-05-15
P00675,ClassicFit Smart Footwear,Fashion,Footwear,ClassicFit,6850,4720,489,3.7,2024-03-09
P00676,RunX Smart Running,Sports & Fitness,Running,RunX,9660,7410,344,4.3,2024-12-01
P00677,ComfortCraft Advanced Cookware,Home & Kitchen,Cookware,ComfortCraft,15820,10920,111,4.5,2024-01-14
P00678,KitchenPro Elite Furniture,Home & Kitchen,Furniture,KitchenPro,24350,17780,376,3.5,2024-12-22
P00679,KitchenPro Smart Furniture,Home & Kitchen,Furniture,KitchenPro,8380,4250,182,3.3,2025-06-04
P00680,NovaTech Elite Smartphones,Electronics,Smartphones,NovaTech,1170,620,277,4.7,2024-08-11
P00681,BloomCare Essential Makeup,Beauty & Personal Care,Makeup,BloomCare,4180,2030,451,4.5,2024-06-06
P00682,KitchenPro Everyday Storage,Home & Kitchen,Storage,KitchenPro,9380,6200,384,4.1,2023-02-14
P00683,TechSphere Elite Tablets,Electronics,Tablets,TechSphere,71180,56130,177,3.8,2025-02-06
P00684,InsightBooks Classic Non-Fiction,Books,Non-Fiction,InsightBooks,2220,1420,352,2.7,2024-05-19
P00685,InsightBooks Modern Non-Fiction,Books,Non-Fiction,InsightBooks,510,350,313,4.5,2023-10-10
P00686,StreetLine Smart Dresses,Fashion,Dresses,StreetLine,2510,1590,313,3.7,2025-01-27
P00687,ModeWear Smart Trousers,Fashion,Trousers,ModeWear,3730,2070,190,3.7,2023-11-26
P00688,PureSkin Advanced Makeup,Beauty & Personal Care,Makeup,PureSkin,4830,3640,294,4.2,2024-07-05
P00689,Voltix Smart Cameras,Electronics,Cameras,Voltix,73090,47420,195,3.4,2024-02-06
P00690,InsightBooks Premium Non-Fiction,Books,Non-Fiction,InsightBooks,820,540,68,4.9,2024-06-12
P00691,LearnPress Essential Self Help,Books,Self Help,LearnPress,2090,1450,287,4.5,2024-03-10
P00692,NovaTech Advanced Smartwatches,Electronics,Smartwatches,NovaTech,8170,5920,130,3.9,2024-03-05
P00693,InsightBooks Essential Fiction,Books,Fiction,InsightBooks,1160,780,286,4.0,2025-05-13
P00694,HomeNest Pro Kitchen Appliances,Home & Kitchen,Kitchen Appliances,HomeNest,4170,2820,347,4.7,2023-01-16
P00695,TrendRoot Everyday Dresses,Fashion,Dresses,TrendRoot,1730,790,145,3.7,2025-03-13
P00696,InsightBooks Elite Self Help,Books,Self Help,InsightBooks,420,280,146,3.9,2023-10-24
P00697,StyleCraft Essential Jackets,Fashion,Jackets,StyleCraft,3760,2180,292,3.8,2023-05-13
P00698,PixelPro Essential Smartphones,Electronics,Smartphones,PixelPro,30210,20850,334,3.6,2024-01-10
P00699,UrbanHome Ultra Home Decor,Home & Kitchen,Home Decor,UrbanHome,14780,7780,480,3.7,2024-09-23
P00700,SportEdge Pro Sportswear,Sports & Fitness,Sportswear,SportEdge,5730,4220,11,3.2,2025-01-28
P00701,StreetLine Classic Footwear,Fashion,Footwear,StreetLine,2020,1500,52,3.1,2025-05-12
P00702,GlowPure Premium Personal Care,Beauty & Personal Care,Personal Care,GlowPure,3400,2100,42,3.2,2024-01-09
P00703,FitCore Pro Gym Equipment,Sports & Fitness,Gym Equipment,FitCore,10390,7480,377,3.6,2025-01-09
P00704,PageTurner Everyday Non-Fiction,Books,Non-Fiction,PageTurner,800,630,339,3.7,2025-02-01
P00705,UrbanHome Everyday Storage,Home & Kitchen,Storage,UrbanHome,9130,5550,69,4.8,2024-11-27
P00706,PageTurner Modern Self Help,Books,Self Help,PageTurner,1970,1140,325,4.5,2023-01-27
P00707,BloomCare Ultra Personal Care,Beauty & Personal Care,Personal Care,BloomCare,2990,1890,116,4.4,2023-05-25
P00708,AuraBeauty Pro Makeup,Beauty & Personal Care,Makeup,AuraBeauty,2280,1700,5,2.5,2024-04-02
P00709,StreetLine Elite Jeans,Fashion,Jeans,StreetLine,4680,3730,472,3.9,2023-12-11
P00710,GlowPure Pro Makeup,Beauty & Personal Care,Makeup,GlowPure,2550,1510,407,2.7,2024-09-20
P00711,UrbanHome Everyday Furniture,Home & Kitchen,Furniture,UrbanHome,14520,9610,83,4.2,2024-01-13
P00712,InsightBooks Smart Business,Books,Business,InsightBooks,1180,910,320,3.5,2024-04-20
P00713,RunX Everyday Yoga,Sports & Fitness,Yoga,RunX,9060,5940,436,3.0,2025-06-22
P00714,UrbanThread Elite Jeans,Fashion,Jeans,UrbanThread,5360,3440,358,4.1,2024-07-27
P00715,UrbanThread Advanced Jeans,Fashion,Jeans,UrbanThread,710,330,11,3.4,2025-01-05
P00716,Voltix Advanced Headphones,Electronics,Headphones,Voltix,57760,31510,119,3.1,2025-05-09
P00717,PixelPro Essential Smartwatches,Electronics,Smartwatches,PixelPro,55380,38260,409,4.0,2025-04-04
P00718,HomeNest Essential Storage,Home & Kitchen,Storage,HomeNest,2830,1430,487,3.3,2024-06-18
P00719,HomeNest Everyday Storage,Home & Kitchen,Storage,HomeNest,15600,11490,458,4.4,2024-10-22
P00720,GlowPure Smart Skincare,Beauty & Personal Care,Skincare,GlowPure,3300,1750,226,3.5,2025-05-04
P00721,TechSphere Classic Laptops,Electronics,Laptops,TechSphere,68610,38890,106,3.9,2024-05-28
P00722,ReadMore Advanced Technology,Books,Technology,ReadMore,270,150,281,4.0,2024-06-30
P00723,CasaLiving Smart Storage,Home & Kitchen,Storage,CasaLiving,12010,5880,442,4.2,2024-12-05
P00724,ZenByte Pro Laptops,Electronics,Laptops,ZenByte,42830,34040,406,3.6,2024-02-25
P00725,PixelPro Premium Smartwatches,Electronics,Smartwatches,PixelPro,5800,3460,353,3.9,2024-04-21
P00726,RunX Classic Gym Equipment,Sports & Fitness,Gym Equipment,RunX,8400,6260,46,4.2,2024-01-26
P00727,HomeNest Premium Lighting,Home & Kitchen,Lighting,HomeNest,11850,6810,359,4.0,2023-12-25
P00728,TechSphere Smart Laptops,Electronics,Laptops,TechSphere,41820,19090,403,4.2,2023-07-07
P00729,KitchenPro Premium Storage,Home & Kitchen,Storage,KitchenPro,22780,15210,370,3.3,2023-10-27
P00730,ZenByte Elite Smartwatches,Electronics,Smartwatches,ZenByte,73570,51270,356,3.9,2024-05-05
P00731,FlexFit Essential Gym Equipment,Sports & Fitness,Gym Equipment,FlexFit,10860,5900,140,4.5,2023-07-05
P00732,ActivePro Classic Sportswear,Sports & Fitness,Sportswear,ActivePro,17650,13160,151,4.4,2025-04-12
P00733,SportEdge Premium Yoga,Sports & Fitness,Yoga,SportEdge,16830,11230,94,4.5,2023-10-15
P00734,FlexFit Smart Yoga,Sports & Fitness,Yoga,FlexFit,10760,5890,337,4.7,2023-10-25
P00735,BloomCare Elite Haircare,Beauty & Personal Care,Haircare,BloomCare,4670,3480,144,3.7,2023-12-03
P00736,KnowledgeHouse Classic Technology,Books,Technology,KnowledgeHouse,2240,1280,22,4.4,2025-01-22
P00737,UrbanThread Smart Shirts,Fashion,Shirts,UrbanThread,1180,740,50,2.9,2024-03-05
P00738,InsightBooks Everyday Business,Books,Business,InsightBooks,1150,900,113,4.1,2025-03-25
P00739,PixelPro Elite Smartphones,Electronics,Smartphones,PixelPro,10780,6860,327,3.0,2024-03-15
P00740,RunX Premium Outdoor Sports,Sports & Fitness,Outdoor Sports,RunX,8960,5510,375,3.0,2023-06-06
P00741,KitchenPro Everyday Cookware,Home & Kitchen,Cookware,KitchenPro,3380,2580,118,4.0,2023-10-29
P00742,TrendRoot Smart Shirts,Fashion,Shirts,TrendRoot,4970,2890,91,4.0,2024-04-05
P00743,FitCore Modern Outdoor Sports,Sports & Fitness,Outdoor Sports,FitCore,11980,6760,359,4.2,2023-12-20
P00744,PixelPro Everyday Laptops,Electronics,Laptops,PixelPro,52930,32990,336,3.3,2024-07-14
P00745,RunX Essential Outdoor Sports,Sports & Fitness,Outdoor Sports,RunX,18280,8280,166,4.4,2023-10-06
P00746,AuraBeauty Modern Fragrances,Beauty & Personal Care,Fragrances,AuraBeauty,2120,1280,109,3.8,2024-04-14
P00747,RunX Elite Yoga,Sports & Fitness,Yoga,RunX,14910,6920,0,4.3,2023-01-22
P00748,HomeNest Everyday Home Decor,Home & Kitchen,Home Decor,HomeNest,4630,2090,154,2.7,2025-04-09
P00749,StreetLine Premium Shirts,Fashion,Shirts,StreetLine,6620,3390,353,4.4,2023-07-16
